2017/11/8  18:26:51.059396	1.445336E-1	9.935158E-3
2017/11/8  18:26:51.060396	1.451854E-1	1.091287E-2
2017/11/8  18:26:51.061396	1.448595E-1	1.058697E-2
2017/11/8  18:26:51.062396	1.455113E-1	1.123878E-2
2017/11/8  18:26:51.063396	1.451854E-1	1.058697E-2
2017/11/8  18:26:51.064396	1.442077E-1	9.935158E-3
2017/11/8  18:26:51.065396	1.445336E-1	1.058697E-2
2017/11/8  18:26:51.066396	1.448595E-1	9.609254E-3
2017/11/8  18:26:51.067396	1.445336E-1	1.058697E-2
2017/11/8  18:26:51.068396	1.445336E-1	1.026106E-2
2017/11/8  18:26:51.069396	1.445336E-1	9.935158E-3
2017/11/8  18:26:51.070396	1.448595E-1	1.026106E-2
2017/11/8  18:26:51.071396	1.442077E-1	1.091287E-2
2017/11/8  18:26:51.072396	1.438818E-1	9.935158E-3
2017/11/8  18:26:51.073396	1.448595E-1	1.026106E-2
2017/11/8  18:26:51.074396	1.455113E-1	9.935158E-3
2017/11/8  18:26:51.075396	1.438818E-1	1.091287E-2
2017/11/8  18:26:51.076396	1.438818E-1	1.123878E-2
2017/11/8  18:26:51.077396	1.445336E-1	9.935158E-3
2017/11/8  18:26:51.078396	1.445336E-1	1.058697E-2
2017/11/8  18:26:51.079396	1.445336E-1	1.058697E-2
2017/11/8  18:26:51.080396	1.445336E-1	1.058697E-2
2017/11/8  18:26:51.081396	1.451854E-1	9.935158E-3
2017/11/8  18:26:51.082396	1.448595E-1	9.609254E-3
2017/11/8  18:26:51.083396	1.442077E-1	1.091287E-2
2017/11/8  18:26:51.084396	1.445336E-1	1.026106E-2
2017/11/8  18:26:51.085396	1.445336E-1	1.026106E-2
2017/11/8  18:26:51.086396	1.445336E-1	1.058697E-2
2017/11/8  18:26:51.087396	1.442077E-1	9.609254E-3
2017/11/8  18:26:51.088396	1.451854E-1	9.935158E-3
2017/11/8  18:26:51.089396	1.448595E-1	1.026106E-2
